"Entrez.ID","TxDb.hg38.Transcript.ID","Chromosome","Start.BP","End.BP","Symbol","Ensembl.ID","Symbol.Alt","Bin.ID"
"10606",59511,"chr4",56410516,56431548,"PAICS","ENSG00000128050",NA,11282
"10605",75515,"chr5",43526267,43557077,"PAIP1","ENSG00000172239",NA,8705
"51247",72268,"chr5",139341587,139364704,"PAIP2","ENSG00000120727",NA,27868
"400961",35516,"chr2",71182738,71227103,"PAIP2B","ENSG00000124374",NA,14236
"5058",145125,"chr11",77322017,77412064,"PAK1","ENSG00000149269",NA,15464
"55003",80519,"chr6",10694972,10709782,"PAK1IP1","ENSG00000111845",NA,2138
"5062",49825,"chr3",196739857,196832647,"PAK2","ENSG00000180370",NA,39347
"5063",247695,"chrX",110944285,111220918,"PAK3","ENSG00000077264",NA,22188
"10298",220124,"chr19",39125770,39173803,"PAK4","ENSG00000130669",NA,7825
"56924",176340,"chr15",40218500,40264890,"PAK6","ENSG00000137843",NA,8043
"57144",233832,"chr20",9537370,9839076,"PAK7","ENSG00000101349","PAK5",1907
"79728",192768,"chr16",23603160,23641296,"PALB2","ENSG00000083093",NA,4720
"23022",62521,"chr4",168497052,168928441,"PALLD","ENSG00000129116",NA,33699
"5064",215815,"chr19",708935,748329,"PALM","ENSG00000099864",NA,141
"445815",117264,"chr9",109498325,109780533,"PALM2","ENSG00000157654","PALM2AKAP2",21899
"445815",117264,"chr9",109498325,109780533,"PALM2-AKAP2","ENSG00000157654","PALM2AKAP2",21899
"342979",225171,"chr19",14053363,14057026,"PALM3","ENSG00000187867",NA,2810
"54873",5404,"chr1",99646113,99694535,"PALMD","ENSG00000099260",NA,19929
"5066",71175,"chr5",102753981,102866282,"PAM","ENSG00000145730",NA,20550
"51025",191730,"chr16",4331549,4351265,"PAM16","ENSG00000217930",NA,866
"25891",142334,"chr11",35431823,35525623,"PAMR1","ENSG00000149090",NA,7086
"9924",157927,"chr12",56316223,56334053,"PAN2","ENSG00000135473",NA,11263
"255967",161664,"chr13",28138506,28272313,"PAN3","ENSG00000152520",NA,5627
"53354",130926,"chr10",89579497,89643887,"PANK1","ENSG00000152782",NA,17915
"80025",230420,"chr20",3888839,3926958,"PANK2","ENSG00000125779",NA,777
"79646",79261,"chr5",168548495,168579368,"PANK3","ENSG00000120137",NA,33709
"55229",12150,"chr1",2508537,2526596,"PANK4","ENSG00000157881",NA,501
"24145",138302,"chr11",94128841,94181968,"PANX1","ENSG00000110218",NA,18825
"56666",242287,"chr22",50170731,50180292,"PANX2","ENSG00000073150",NA,10034
"116337",139665,"chr11",124611428,124620356,"PANX3","ENSG00000154143",NA,24922
"196743",128092,"chr10",133379261,133391654,"PAOX","ENSG00000148832",NA,26675
"167153",70544,"chr5",79612120,79623648,"PAPD4","ENSG00000164329","TENT2",15922
"64282",187915,"chr16",50152911,50235310,"PAPD5","ENSG00000121274","TENT4B",10030
"11044",68263,"chr5",6713432,6757044,"PAPD7","ENSG00000112941","TENT4A",1342
"390928",220120,"chr19",39083913,39111493,"PAPL","ENSG00000183760","ACP7",7816
"89932",168942,"chr14",73237497,73274640,"PAPLN","ENSG00000100767",NA,14647
"10914",170018,"chr14",96501433,96527496,"PAPOLA","ENSG00000090060",NA,19300
"56903",98390,"chr7",4857738,4862030,"PAPOLB","ENSG00000218823",NA,971
"64895",24765,"chr2",60756253,60798468,"PAPOLG","ENSG00000115421",NA,12151
"5069",117417,"chr9",116153791,116402321,"PAPPA","ENSG00000182752",NA,23230
"60676",8869,"chr1",176463171,176691204,"PAPPA2","ENSG00000116183",NA,35292
"9061",65998,"chr4",107590276,107631804,"PAPSS1","ENSG00000138801",NA,21518
"9060",126256,"chr10",87659613,87747705,"PAPSS2","ENSG00000198682",NA,17531
"152559",65061,"chr4",78887127,78939359,"PAQR3","ENSG00000163291",NA,15777
"124222",185376,"chr16",2969270,2973482,"PAQR4","ENSG00000162073",NA,593
"54852",177984,"chr15",69298912,69407780,"PAQR5","ENSG00000137819",NA,13859
"79957",18929,"chr1",156243320,156248056,"PAQR6","ENSG00000160781",NA,31248
"164091",13475,"chr1",25861484,25871253,"PAQR7","ENSG00000182749",NA,5172
"85315",83005,"chr6",52361421,52403549,"PAQR8","ENSG00000170915",NA,10472
"344838",55525,"chr3",142949164,142962557,"PAQR9","ENSG00000188582",NA,28589
"56288",129335,"chr10",34109560,34815325,"PARD3","ENSG00000148498",NA,6821
"117583",30182,"chr2",204545475,205620162,"PARD3B","ENSG00000116117",NA,40909
"50855",189071,"chr16",67660946,67662774,"PARD6A","ENSG00000102981",NA,13532
"84612",232507,"chr20",50731580,50753741,"PARD6B","ENSG00000124171",NA,10146
"84552",215741,"chr18",80157232,80247514,"PARD6G","ENSG00000178184",NA,16031
"8505",129812,"chr10",49818279,49942027,"PARG","ENSG00000227345",NA,9963
"5071",91707,"chr6",161347417,162727766,"PARK2","ENSG00000185345","PRKN",32269
"11315",677,"chr1",7954291,7985052,"PARK7","ENSG00000116288",NA,1590
"55486",56710,"chr3",183829271,183884880,"PARL","ENSG00000175193",NA,36765
"25849",59903,"chr4",74933095,75050115,"PARM1","ENSG00000169116",NA,14986
"5073",192228,"chr16",14435700,14630260,"PARN","ENSG00000140694",NA,2887
"142",21754,"chr1",226360210,226372887,"PARP1","ENSG00000143799",NA,45272
"84875",114401,"chr8",143977153,143984358,"PARP10","ENSG00000178685",NA,28795
"57097",154800,"chr12",3791047,3873436,"PARP11","ENSG00000111224",NA,758
"64761",103465,"chr7",140023749,140062933,"PARP12","ENSG00000059378",NA,28004
"54625",46312,"chr3",122680839,122730840,"PARP14","ENSG00000173193",NA,24536
"165631",46305,"chr3",122577628,122639047,"PARP15","ENSG00000173200",NA,24515
"54956",182182,"chr15",65234460,65261007,"PARP16","ENSG00000138617",NA,13046
"10038",166147,"chr14",20343615,20357904,"PARP2","ENSG00000129484",NA,4068
"10039",44388,"chr3",51942345,51948603,"PARP3","ENSG00000041880",NA,10388
"143",164106,"chr13",24420931,24512778,"PARP4","ENSG00000102699",NA,4884
"56965",182563,"chr15",72241181,72260623,"PARP6","ENSG00000137817",NA,14448
"79668",69380,"chr5",50665899,50778126,"PARP8","ENSG00000151883",NA,10133
"83666",54475,"chr3",122527924,122564300,"PARP9","ENSG00000138496",NA,24505
"55010",152727,"chr12",102120183,102197520,"PARPBP","ENSG00000185480",NA,20424
"25973",15434,"chr1",54756898,54764523,"PARS2","ENSG00000162396",NA,10951
"55742",133773,"chr11",12377563,12480809,"PARVA","ENSG00000197702",NA,2475
"29780",241931,"chr22",43999211,44168923,"PARVB","ENSG00000188677",NA,8799
"64098",241943,"chr22",44172956,44208468,"PARVG","ENSG00000138964",NA,8834
"23178",41482,"chr2",241106099,241149472,"PASK","ENSG00000115687",NA,48221
"160065",139808,"chr11",125746279,125749867,"PATE1","ENSG00000171053",NA,25149
"399967",147278,"chr11",125776113,125778828,"PATE2","ENSG00000196844",NA,25155
"100169851",139811,"chr11",125788127,125791600,"PATE3","ENSG00000236027",NA,25157
"399968",139812,"chr11",125833316,125835900,"PATE4","ENSG00000237353",NA,25166
"219988",143077,"chr11",59636716,59669037,"PATL1","ENSG00000166889",NA,11927
"197135",181119,"chr15",44665732,44676888,"PATL2","ENSG00000229474",NA,8933
"23598",243555,"chr22",31325804,31346346,"PATZ1","ENSG00000100105",NA,6265
"5074",158884,"chr12",79574979,79597982,"PAWR","ENSG00000177425",NA,15914
"5075",230975,"chr20",21705659,21715982,"PAX1","ENSG00000125813",NA,4341
"5076",126879,"chr10",100735396,100829944,"PAX2","ENSG00000075891",NA,20147
"5077",40741,"chr2",222199887,222298998,"PAX3","ENSG00000135903",NA,44439
"5078",102966,"chr7",127610292,127615726,"PAX4","ENSG00000106331",NA,25522
"5079",120269,"chr9",36833269,37034268,"PAX5","ENSG00000196092",NA,7366
"5080",142088,"chr11",31784779,31811121,"PAX6","ENSG00000007372",NA,6356
"5081",1348,"chr1",18630846,18748866,"PAX7","ENSG00000009709",NA,3726
"7849",37248,"chr2",113215997,113278911,"PAX8","ENSG00000125618",NA,22643
"5083",167396,"chr14",36657568,36662008,"PAX9","ENSG00000198807",NA,7331
"22976",104200,"chr7",154943687,155003084,"PAXIP1","ENSG00000157212",NA,30988
"55872",110520,"chr8",27809624,27837817,"PBK","ENSG00000168078",NA,5561
"64081",130119,"chr10",68282660,68297134,"PBLD","ENSG00000108187",NA,13656
"59351",91039,"chr6",138215986,138218491,"PBOV1","ENSG00000254440",NA,27643
"55193",52598,"chr3",52545352,52679714,"PBRM1","ENSG00000163939",NA,10509
"5087",8409,"chr1",164555584,164564015,"PBX1","ENSG00000185630",NA,32911
"5089",87546,"chr6",32184733,32190202,"PBX2","ENSG00000204304",NA,6436
"5090",117727,"chr9",125747345,125967377,"PBX3","ENSG00000167081",NA,25149
"80714",225885,"chr19",19561707,19563824,"PBX4","ENSG00000105717",NA,3912
"57326",18562,"chr1",154944076,154956121,"PBXIP1","ENSG00000163346",NA,30988
"5091",144318,"chr11",66848417,66958383,"PC","ENSG00000173599",NA,13369
"5092",130226,"chr10",70882280,70885899,"PCBD1","ENSG00000166228",NA,14176
"84105",72001,"chr5",134905120,134969660,"PCBD2","ENSG00000132570",NA,26981
"5093",25248,"chr2",70087477,70089203,"PCBP1","ENSG00000169564",NA,14017
"5094",150457,"chr12",53441741,53467528,"PCBP2","ENSG00000197111",NA,10688
"54039",237929,"chr21",45643694,45788739,"PCBP3","ENSG00000183570",NA,9128
"57060",52491,"chr3",51957454,51967457,"PCBP4","ENSG00000090097",NA,10391
"5095",163270,"chr13",100089015,100530432,"PCCA","ENSG00000175198",NA,20017
"5096",47116,"chr3",136250340,136330169,"PCCB","ENSG00000114054",NA,27250
"5097",78499,"chr5",141853090,141878410,"PCDH1","ENSG00000156453",NA,28370
"57575",61574,"chr4",133149294,133194700,"PCDH10","ENSG00000138650",NA,26629
"27328",247261,"chrX",91779261,91884007,"PCDH11X","ENSG00000102290",NA,18355
"83259",253144,"chrY",5000226,5105444,"PCDH11Y","ENSG00000099715",NA,1000
"51294",78508,"chr5",141943581,141958202,"PCDH12","ENSG00000113555",NA,28388
"65217",129892,"chr10",53802771,54801231,"PCDH15","ENSG00000150275",NA,10760
"27253",162646,"chr13",57631744,57729311,"PCDH17","ENSG00000118946",NA,11526
"54510",66640,"chr4",137518918,137532494,"PCDH18","ENSG00000189184",NA,27503
"57526",251425,"chrX",100291644,100408597,"PCDH19","ENSG00000165194",NA,20058
"64881",165221,"chr13",61409685,61415849,"PCDH20","ENSG00000280165",NA,12281
"5099",58826,"chr4",30720369,31146800,"PCDH7","ENSG00000169851",NA,6144
"5100",165162,"chr13",52842889,52848640,"PCDH8","ENSG00000136099",NA,10568
"5101",165256,"chr13",66302834,67230336,"PCDH9","ENSG00000184226",NA,13260
"56147",72424,"chr5",140786136,140788861,"PCDHA1","ENSG00000204970",NA,28157
"56139",72448,"chr5",140855883,140868240,"PCDHA10","ENSG00000250120",NA,28171
"56138",72453,"chr5",140868183,140871600,"PCDHA11","ENSG00000249158",NA,28173
"56137",72456,"chr5",140875302,140877889,"PCDHA12","ENSG00000251664",NA,28175
"56136",72459,"chr5",140882124,141012347,"PCDHA13","ENSG00000239389",NA,28176
"56146",72427,"chr5",140794852,140797477,"PCDHA2","ENSG00000204969",NA,28158
"56145",72430,"chr5",140801028,140805621,"PCDHA3","ENSG00000255408",NA,28160
"56144",72432,"chr5",140807037,140817593,"PCDHA4","ENSG00000204967",NA,28161
"56143",72436,"chr5",140821604,140825851,"PCDHA5","ENSG00000204965",NA,28164
"56142",72439,"chr5",140827958,140831224,"PCDHA6","ENSG00000081842",NA,28165
"56141",72442,"chr5",140834248,140837169,"PCDHA7","ENSG00000204963",NA,28166
"56140",72444,"chr5",140841187,140843802,"PCDHA8","ENSG00000204962",NA,28168
"9752",72446,"chr5",140847772,140854671,"PCDHA9","ENSG00000204961",NA,28169
"56135",72462,"chr5",140926299,141012347,"PCDHAC1","ENSG00000248383",NA,28185
"56134",72464,"chr5",140966470,140969480,"PCDHAC2","ENSG00000243232",NA,28193
"56126",72499,"chr5",141192353,141195647,"PCDHB10","ENSG00000120324",NA,28238
"56125",72501,"chr5",141199627,141203779,"PCDHB11","ENSG00000197479",NA,28239
"56124",72504,"chr5",141208719,141212571,"PCDHB12","ENSG00000120328",NA,28241
"56123",72505,"chr5",141213919,141218979,"PCDHB13","ENSG00000187372",NA,28242
"56122",72506,"chr5",141223343,141227759,"PCDHB14","ENSG00000120327",NA,28244
"56121",72515,"chr5",141245395,141249365,"PCDHB15","ENSG00000113248",NA,28249
"57717",72492,"chr5",141182387,141186226,"PCDHB16","ENSG00000272674",NA,28236
"56133",72473,"chr5",141094615,141098703,"PCDHB2","ENSG00000112852",NA,28218
"56132",72477,"chr5",141100473,141103827,"PCDHB3","ENSG00000113205",NA,28220
"56131",72481,"chr5",141121818,141125623,"PCDHB4","ENSG00000081818",NA,28224
"26167",72482,"chr5",141135206,141138615,"PCDHB5","ENSG00000113209",NA,28227
"56130",72484,"chr5",141150057,141153287,"PCDHB6","ENSG00000113211",NA,28230
"56129",72489,"chr5",141172644,141176383,"PCDHB7","ENSG00000113212",NA,28234
"56128",72490,"chr5",141177790,141180539,"PCDHB8","ENSG00000120322",NA,28235
"56127",72497,"chr5",141187161,141191541,"PCDHB9","ENSG00000177839",NA,28237
"56114",72523,"chr5",141330514,141512975,"PCDHGA1","ENSG00000204956",NA,28266
"56106",72554,"chr5",141412987,141417448,"PCDHGA10","ENSG00000253846",NA,28282
"56105",72558,"chr5",141421047,141424679,"PCDHGA11","ENSG00000253873",NA,28284
"26025",72563,"chr5",141430507,141512975,"PCDHGA12","ENSG00000253159",NA,28286
"56113",72525,"chr5",141338760,141343302,"PCDHGA2","ENSG00000081853",NA,28267
"56112",72527,"chr5",141343829,141346523,"PCDHGA3","ENSG00000254245",NA,28268
"56111",72532,"chr5",141355021,141512975,"PCDHGA4","ENSG00000262576",NA,28271
"56110",72536,"chr5",141364162,141512975,"PCDHGA5","ENSG00000253485",NA,28272
"56109",72540,"chr5",141373891,141512975,"PCDHGA6","ENSG00000253731",NA,28274
"56108",72542,"chr5",141382739,141386000,"PCDHGA7","ENSG00000253537",NA,28276
"9708",72546,"chr5",141390157,141396636,"PCDHGA8","ENSG00000253767",NA,28278
"56107",72550,"chr5",141402778,141512975,"PCDHGA9","ENSG00000261934",NA,28280
"56104",72530,"chr5",141350099,141512975,"PCDHGB1","ENSG00000254221",NA,28270
"56103",72534,"chr5",141359994,141512975,"PCDHGB2","ENSG00000253910",NA,28271
"56102",72538,"chr5",141370242,141512975,"PCDHGB3","ENSG00000262209",NA,28274
"8641",72544,"chr5",141387698,141392422,"PCDHGB4","ENSG00000253953",NA,28277
"56101",72548,"chr5",141397947,141512975,"PCDHGB5","ENSG00000276547",NA,28279
"56100",72552,"chr5",141408021,141412621,"PCDHGB6","ENSG00000253305",NA,28281
"56099",72556,"chr5",141417645,141420429,"PCDHGB7","ENSG00000254122",NA,28283
"5098",72567,"chr5",141475947,141478795,"PCDHGC3","ENSG00000240184",NA,28295
"56098",72575,"chr5",141484997,141487789,"PCDHGC4","ENSG00000242419",NA,28296
"56097",72579,"chr5",141489081,141512975,"PCDHGC5","ENSG00000240764",NA,28297
"200373",27311,"chr2",119544432,119656661,"PCDP1","ENSG00000163075","CFAP221",23908
"51585",137998,"chr11",83156988,83187451,"PCF11","ENSG00000165494",NA,16631
"84759",35734,"chr2",74505043,74507151,"PCGF1","ENSG00000115289",NA,14901
"7703",206395,"chr17",38733898,38748336,"PCGF2","ENSG00000277258",NA,7746
"10336",57713,"chr4",705748,734943,"PCGF3","ENSG00000185619",NA,141
"84333",126472,"chr10",91163012,91284329,"PCGF5","ENSG00000180628",NA,18232
"84108",131652,"chr10",103302796,103351079,"PCGF6","ENSG00000156374",NA,20660
"55795",165983,"chr13",113177536,113208669,"PCID2","ENSG00000126226",NA,22635
"63935",232283,"chr20",45934683,45948020,"PCIF1","ENSG00000100982",NA,9186
"5105",232704,"chr20",57561080,57566367,"PCK1","ENSG00000124253",NA,11512
"5106",166682,"chr14",24094053,24104125,"PCK2","ENSG00000100889",NA,4818
"27445",101018,"chr7",82754012,83162884,"PCLO","ENSG00000186472",NA,16550
"5108",104957,"chr8",17922842,18027747,"PCM1","ENSG00000078674",NA,3584
"5110",85298,"chr6",149749444,149796433,"PCMT1","ENSG00000120265",NA,29949
"115294",111133,"chr8",51817575,51899186,"PCMTD1","ENSG00000168300",NA,10363
"55251",233322,"chr20",64255695,64304820,"PCMTD2","ENSG00000203880",NA,12851
"5111",233706,"chr20",5114953,5119958,"PCNA","ENSG00000132646",NA,1022
"57092",45622,"chr3",101574180,101594465,"PCNP","ENSG00000081154",NA,20314
"5116",238001,"chr21",46324124,46389635,"PCNT","ENSG00000160299",NA,9264
"22990",168760,"chr14",70907405,71012838,"PCNX","ENSG00000100731","PCNX1",14181
"80003",22077,"chr1",232983435,233295725,"PCNXL2","ENSG00000135749","PCNX2",46596
"399909",136593,"chr11",65615776,65637439,"PCNXL3","ENSG00000197136","PCNX3",13123
"5118",95752,"chr7",100602363,100608175,"PCOLCE","ENSG00000106333",NA,20120
"26577",55513,"chr3",142815922,142829731,"PCOLCE2","ENSG00000163710",NA,28563
"126006",224147,"chr19",7631611,7632971,"PCP2","ENSG00000174788",NA,1526
"5121",237495,"chr21",39867438,39929392,"PCP4","ENSG00000183036",NA,7973
"654790",8224,"chr1",161258745,161285450,"PCP4L1","ENSG00000248485",NA,32251
"5122",77005,"chr5",96390333,96433248,"PCSK1","ENSG00000175426",NA,19278
"27344",250106,"chrX",48831096,48835610,"PCSK1N","ENSG00000102109",NA,9766
"5126",230762,"chr20",17226107,17484578,"PCSK2","ENSG00000125851",NA,3445
"54760",223305,"chr19",1481428,1490335,"PCSK4","ENSG00000115257",NA,296
"5125",116245,"chr9",75890644,76362339,"PCSK5","ENSG00000099139",NA,15178
"5046",184338,"chr15",101289784,101370929,"PCSK6","ENSG00000140479",NA,20257
"9159",146587,"chr11",117204337,117232073,"PCSK7","ENSG00000160613",NA,23440
"255738",3972,"chr1",55039445,55064852,"PCSK9","ENSG00000169174",NA,11007
"58488",200841,"chr17",55751051,55777374,"PCTP","ENSG00000141179",NA,11150
"51449",25251,"chr2",70257386,70275084,"PCYOX1","ENSG00000116005",NA,14051
"78991",72858,"chr5",149358037,149365971,"PCYOX1L","ENSG00000145882",NA,29871
"5130",57391,"chr3",196214222,196287690,"PCYT1A","ENSG00000161217",NA,39242
"9468",249635,"chrX",24558087,24647347,"PCYT1B","ENSG00000102230",NA,4911
"5833",210637,"chr17",81900958,81911399,"PCYT2","ENSG00000185813",NA,16380
"11333",101623,"chr7",99392048,99397960,"PDAP1","ENSG00000106244",NA,19878
"5132",20472,"chr1",186443566,186461114,"PDC","ENSG00000116703",NA,37288
"5133",41603,"chr2",241849884,241858894,"PDCD1","ENSG00000188389",NA,48369
"11235",56256,"chr3",167683298,167734892,"PDCD10","ENSG00000114209",NA,33536
"22984",127225,"chr10",103396626,103446281,"PDCD11","ENSG00000148843",NA,20679
"80380",114917,"chr9",5510531,5571282,"PDCD1LG2","ENSG00000197646",NA,1102
"5134",92048,"chr6",170575295,170584637,"PDCD2","ENSG00000071994",NA,34115
"84306",219266,"chr19",34396315,34409364,"PDCD2L","ENSG00000126249",NA,6879
"27250",127379,"chr10",110871795,110900005,"PDCD4","ENSG00000150593",NA,22174
"9141",219153,"chr19",32581190,32587453,"PDCD5","ENSG00000105185",NA,6516
"10016",68050,"chr5",271621,314974,"PDCD6","ENSG00000249915",NA,54
"10015",43093,"chr3",33798571,33869707,"PDCD6IP","ENSG00000170248",NA,6759
"10081",182171,"chr15",65117379,65133808,"PDCD7","ENSG00000090470",NA,13023
"5082",122323,"chr9",122798389,122826686,"PDCL","ENSG00000136940",NA,24559
"132954",64455,"chr4",55556519,55592245,"PDCL2","ENSG00000163440",NA,11111
"79031",26524,"chr2",100562993,100576739,"PDCL3","ENSG00000115539",NA,20112
"347862",140378,"chr11",767220,771427,"PDDC1","ENSG00000177225","GATD1",153
"10846",91791,"chr6",165327287,165482343,"PDE10A","ENSG00000112541",NA,33065
"50940",39176,"chr2",177623244,178072777,"PDE11A","ENSG00000128655",NA,35524
"201626",44698,"chr3",57556274,57566848,"PDE12","ENSG00000174840",NA,11511
"5136",39320,"chr2",182139968,182522738,"PDE1A","ENSG00000115252",NA,36427
"5153",150691,"chr12",54549601,54579239,"PDE1B","ENSG00000123360",NA,10909
"5137",99312,"chr7",31751179,32070407,"PDE1C","ENSG00000154678",NA,6350
"5138",144779,"chr11",72576141,72674422,"PDE2A","ENSG00000186642",NA,14515
"5139",148902,"chr12",20368537,20688583,"PDE3A","ENSG00000172572",NA,4073
"5140",133851,"chr11",14643804,14872044,"PDE3B","ENSG00000152270",NA,2928
"5141",217117,"chr19",10416773,10467649,"PDE4A","ENSG00000065989",NA,2083
"5142",4308,"chr1",65792514,66374278,"PDE4B","ENSG00000184588",NA,13158
"5143",225683,"chr19",18207961,18255419,"PDE4C","ENSG00000105650",NA,3641
"5144",75787,"chr5",58969038,59768848,"PDE4D","ENSG00000113448",NA,11793
"9659",6709,"chr1",148808140,148869771,"PDE4DIP","ENSG00000178104",NA,29761
"8654",66316,"chr4",119494397,119628084,"PDE5A","ENSG00000138735",NA,23898
"5145",78770,"chr5",149857953,149944793,"PDE6A","ENSG00000132915",NA,29971
"5158",57692,"chr4",625573,670782,"PDE6B","ENSG00000133256",NA,125
"5146",126537,"chr10",93612537,93666010,"PDE6C","ENSG00000095464",NA,18722
"5147",41052,"chr2",231732433,231781282,"PDE6D","ENSG00000156973",NA,46346
"5148",210501,"chr17",81650459,81656542,"PDE6G","ENSG00000185527",NA,16330
"5150",111546,"chr8",65714334,65842064,"PDE7A","ENSG00000205268",NA,13142
"27115",84949,"chr6",135851701,136195574,"PDE7B","ENSG00000171408",NA,27170
"5151",179021,"chr15",84980440,85139145,"PDE8A","ENSG00000073417",NA,16996
"8622",70458,"chr5",77086732,77427124,"PDE8B","ENSG00000113231",NA,15417
"5152",237667,"chr21",42653621,42775509,"PDE9A","ENSG00000160191",NA,8530
"64146",194834,"chr16",69326913,69330588,"PDF","ENSG00000258429",NA,13865
"5154",98189,"chr7",497258,519846,"PDGFA","ENSG00000197461",NA,99
"5155",244183,"chr22",39223359,39244982,"PDGFB","ENSG00000100311",NA,7844
"56034",67215,"chr4",156760454,156971799,"PDGFC","ENSG00000145431",NA,31352
"80310",146058,"chr11",103907189,104164147,"PDGFD","ENSG00000170962",NA,20781
"5156",59379,"chr4",53377839,54295272,"PDGFRA","ENSG00000134853",NA,10675
"5159",78791,"chr5",150113839,150155845,"PDGFRB","ENSG00000113721",NA,30022
"5157",104943,"chr8",17576433,17643133,"PDGFRL","ENSG00000104213",NA,3515
"5160",245363,"chrX",19343893,19361705,"PDHA1","ENSG00000131828",NA,3868
"5161",60488,"chr4",95840093,95841464,"PDHA2","ENSG00000163114",NA,19168
"5162",52838,"chr3",58427630,58433832,"PDHB","ENSG00000168291",NA,11685
"8050",134515,"chr11",34915829,34960511,"PDHX","ENSG00000110435",NA,6983
"64714",184482,"chr16",283164,287214,"PDIA2","ENSG00000185615",NA,56
"2923",176885,"chr15",43746394,43771558,"PDIA3","ENSG00000167004",NA,8749
"9601",103849,"chr7",149003062,149028505,"PDIA4","ENSG00000155660",NA,29800
"10954",46322,"chr3",123067025,123162104,"PDIA5","ENSG00000065485",NA,24613
"10130",32859,"chr2",10783391,10812785,"PDIA6","ENSG00000143870",NA,2156
"149420",1829,"chr1",26111165,26125530,"PDIK1L","ENSG00000175087",NA,5222
"5163",28973,"chr2",172555373,172565073,"PDK1","ENSG00000152256",NA,34511
"5164",200495,"chr17",50094737,50111058,"PDK2","ENSG00000005882",NA,10018
"5165",245491,"chrX",24465244,24500155,"PDK3","ENSG00000067992",NA,4893
"5166",101485,"chr7",95583499,95596516,"PDK4","ENSG00000004799",NA,19116
"9124",131087,"chr10",95237572,95291003,"PDLIM1","ENSG00000107438",NA,19047
"64236",105232,"chr8",22578279,22589684,"PDLIM2","ENSG00000120913",NA,4515
"27295",67844,"chr4",185500660,185535507,"PDLIM3","ENSG00000154553",NA,37100
"8572",71792,"chr5",132257696,132266761,"PDLIM4","ENSG00000131435",NA,26451
"10611",60454,"chr4",94451857,94588216,"PDLIM5","ENSG00000163110",NA,18890
"9260",79564,"chr5",177483394,177497561,"PDLIM7","ENSG00000196923",NA,35496
"54704",107710,"chr8",93857807,93921348,"PDP1","ENSG00000164951",NA,18771
"57546",188809,"chr16",66878589,66884739,"PDP2","ENSG00000172840",NA,13375
"5170",185276,"chr16",2537979,2581661,"PDPK1","ENSG00000140992",NA,507
"10630",1082,"chr1",13583465,13617957,"PDPN","ENSG00000162493",NA,2716
"55066",189452,"chr16",70114332,70162537,"PDPR","ENSG00000090857",NA,14022
"81572",234619,"chr20",31944337,31952046,"PDRG1","ENSG00000088356",NA,6388
"23244",64101,"chr4",39822863,39977911,"PDS5A","ENSG00000121892",NA,7964
"23047",161772,"chr13",32586452,32778019,"PDS5B","ENSG00000083642",NA,6517
"23590",124330,"chr10",26697701,26746798,"PDSS1","ENSG00000148459",NA,5339
"57107",89979,"chr6",107152562,107459564,"PDSS2","ENSG00000164494",NA,21430
"3651",161659,"chr13",27920000,27926313,"PDX1","ENSG00000139515",NA,5584
"23042",186091,"chr16",14974591,15036678,"PDXDC1","ENSG00000179889",NA,2994
"8566",237726,"chr21",43719094,43738861,"PDXK","ENSG00000160209",NA,8743
"57026",241378,"chr22",37658723,37666932,"PDXP","ENSG00000241360",NA,7531
"5173",233550,"chr20",1978757,1993748,"PDYN","ENSG00000101327",NA,395
"51248",250887,"chrX",70281118,70289905,"PDZD11","ENSG00000120509",NA,14056
"23037",68874,"chr5",31639131,32110932,"PDZD2","ENSG00000133401",NA,6327
"79849",139399,"chr11",119185457,119186557,"PDZD3","ENSG00000172367","NHERF4",23837
"57595",252709,"chrX",153802166,153830490,"PDZD4","ENSG00000067840",NA,30760
"79955",131491,"chr10",101007679,101031129,"PDZD7","ENSG00000186862",NA,20201
"118987",132015,"chr10",117277274,117375440,"PDZD8","ENSG00000165650",NA,23455
"255762",192690,"chr16",21983865,22001098,"PDZD9","ENSG00000155714",NA,4396
"5174",17721,"chr1",145670852,145707400,"PDZK1","ENSG00000174827",NA,29134
"23024",53256,"chr3",73382431,73624941,"PDZRN3","ENSG00000121440",NA,14676
"29951",149504,"chr12",41188320,41574745,"PDZRN4","ENSG00000165966",NA,8237
"8682",7955,"chr1",160205380,160214035,"PEA15","ENSG00000162734",NA,32041
"79834",183086,"chr15",77100656,77420144,"PEAK1","ENSG00000173517",NA,15420
"375033",7792,"chr1",156893698,156906720,"PEAR1","ENSG00000187800",NA,31378
"5037",153585,"chr12",118136124,118145584,"PEBP1","ENSG00000089220",NA,23627
"157310",110330,"chr8",22713251,22927914,"PEBP4","ENSG00000134020",NA,4542
"5175",208967,"chr17",64319415,64390860,"PECAM1","ENSG00000261371",NA,12863
"55825",40381,"chr2",215996329,216081790,"PECR","ENSG00000115425",NA,43199
"553115",13809,"chr1",31629866,31644876,"PEF1","ENSG00000162517",NA,6325
"23089",95320,"chr7",94656325,94669695,"PEG10","ENSG00000242265",NA,18931
"57162",34932,"chr2",64092652,64144420,"PELI1","ENSG00000197329",NA,12818
"57161",167996,"chr14",56117814,56290344,"PELI2","ENSG00000139946",NA,11223
"246330",136786,"chr11",66466327,66477334,"PELI3","ENSG00000174516",NA,13293
"53918",69414,"chr5",52787916,52804044,"PELO","ENSG00000152684",NA,10557
"27043",203801,"chr17",4669774,4704137,"PELP1","ENSG00000141456",NA,933
